#
# Copyright (c) Xerox Corporation, Codendi Team, 2001-2009. All rights reserved
# This file is licensed under the GNU General Public License version 2. See the file COPYING.
#
#-----------------------------------------------
# Script: SF/www/contact.php
#
contact	title	Contactez-nous
#
#-----------------------------------------------
# Script: SF/www/404.php
#
404	title	Page introuvable (Erreur 404)
404	no_archive	Aucun message archivé
404	no_page	PAGE INTROUVABLE
#
#-----------------------------------------------
# Script: SF/www/index.php
#
homepage	title	Bienvenue
homepage	introduction	\n<hr width="100%" size="1" noshade><span class="slogan"><div align="center">\n"Développement Logiciel Collaboratif chez $1."<br>\n</div></span>\n<hr width="100%" size="1" noshade>\n&nbsp;<br>$2 est une <b>plate-forme accessible aux équipes de développement logiciel de $1</B>. <A href="/docs/site/about_codendi.php">[&nbsp;En savoir plus sur $2&nbsp;]</A><P>\n$2 offre un accès aisé à un environnement de gestion de projet totalement basé sur une interface Web. En utilisant $2 les équipes de projet peuvent se concentrer sur leurs activités de développement logiciel tout en privilégiant la relation avec leur communauté d'utilisateurs ou de développeurs. <A href="/plugins/docman/?group_id=1">[&nbsp;En savoir plus sur les services $2&nbsp;]</a>\n<P>\n<u><B>Participation au site</B></u>\n<BR>\nPour profiter pleinement de $2, nous vous recommandons de <A href="/account/register.php">créer un compte utilisateur</a>. C'est facile, rapide et cela vous permettra de participer au mieux. Assurez-vous aussi d'avoir lu la  <b><A href="/plugins/docman/?group_id=1">Politique d'échange de code de $1</a></b> avant d'utiliser les services du site.\n<P>\n<u><B>Créer votre propre projet</B></u><BR>Après avoir <A href="/account/register.php">créé votre compte utilisateur</A>,\n <A HREF="/account/login.php">connectez-vous</A> et \n<A HREF="/project/register.php">créez votre projet</A>. Cela ne prend que quelques minutes de mettre en place un environnement de projet totalement opérationnel.\n<P>\n<B><U>CLI Codendi</U></B><BR />Codendi vous fournit un Client en LIgne de commande (CLI) basé sur l'<a href="/soap/index.php">API SOAP de Codendi</a> pour accéder à Codendi par l'intermédiaire d'un client en ligne de commande. Vous pouvez télécharger le <a href="/downloads/Codendi_CLI.zip">Client en Ligne de Commande Codendi</a> ainsi que sa <a href="documentation/cli/pdf/fr_FR/Codendi_CLI.pdf">documentation</a>.\n<P>\n<B><U>API Java</U></B><BR />Codendi vous fournit une API Java pour accéder et travailler avec vos outils de suivi. Cette API s'appelle Codendi JRI (Java Remote Interface). Vous trouverez la documentation et le code source sur <a href="/plugins/codendijri/">la page de CodendiJRI</a>.\n<P><B><U>Plugin Eclipse</U></B><BR />Codendi vous fournit un plugin Eclipse pour accéder à vos outils de suivis depuis la plateforme Eclipse. Vous pouvez installer le <a href="/plugins/eclipse/">Plugin Eclipse Codendi</a> en suivant les instructions, ou accéder à la <a href="/plugins/eclipse/documentation/nl/fr/FR/doc/help/pdf/Guide_Utilisateur_Plugin_Eclipse_Codendi.pdf">documentation</a>.\n<P>\nMerci... et profitez au mieux du site.\n
homepage	news_title	Dernières annonces
homepage	news_title2	Dernières annonces - Format RSS
#
#-----------------------------------------------
# Script: SF/www/sendmessage.php
#
sendmessage	title	Envoyez un message à $1
sendmessage	message	Veuillez remplir la totalité de ce formulaire avec précision faute de quoi le destinataire pourrait ne pas être en mesure de vous répondre.<P><span class="highlight"><B>SI VOUS ECRIVEZ POUR DEMANDER DE L'AIDE&nbsp;:</B> Etes-vous sur d'avoir lu la documentation du site ? Avez-vous précisé votre <B>nom d'utilisateur</B> Si vous écrivez à propos d'un projet n'oubliez pas de préciser son nom.</span>
sendmessage	err_nouser	Cet utilisateur n'existe pas.
sendmessage	err_host	Vous pouvez uniquement envoyer un message aux adresses du type @$1.
sendmessage	err_noparam	Certaines variables n'ont pas été fournies (ID utilisateur ou adresse e-mail)
sendmessage	title_sent	Message à $1 envoyé
sendmessage	email	Votre adresse e-mail
sendmessage	name	Votre nom
sendmessage	subject	Sujet
sendmessage	message_body	Message
sendmessage	send_btn	Envoyer le message
sendmessage	invalid_msg	Votre message est invalide, vous ne pouvez pas soumettre le texte par défaut ou un texte vide.
#
#-----------------------------------------------
# Script: SF/www/sflogo.php
#
sflogo	err_logger	Un erreur est survenue dans le logger.	
sflogo	err_nogroup	xxxxx ID DE GROUPE NON SPECIFIÉ xxxxxxx	

