#
# Copyright (c) Xerox Corporation, CodeX, Codendi 2007-2009.
# This file is licensed under the GNU General Public License version 2. See the file COPYING.
#
#-----------------------------------------------
# Script: SF/www/project/admin/editgroupinfo.php
#
project_admin_editgroupinfo	upd_fail	La mise à jour a échouée ou aucune donnée n'a été modifiée !
project_admin_editgroupinfo	changed_public_info	Information publique modifiée
project_admin_editgroupinfo	editing_g_info	Modification des informations du projet
project_admin_editgroupinfo	long_desc	Description longue&nbsp;:
project_admin_editgroupinfo	patents	Brevets et propositions d'inventions
project_admin_editgroupinfo	soft_required	Autre(s) logiciel(s) requis
project_admin_editgroupinfo	comments	Autre commentaires&nbsp;:
project_admin_editgroupinfo	autocompleter_placeholder	Nom du projet (auto completé à la volée)
project_admin_editgroupinfo	visibility_section	Accès
project_admin_editgroupinfo	use_truncated_emails	Utiliser les courriels tronqués
project_admin_editgroupinfo	truncated_emails_title	Courriels Tronqués
project_admin_editgroupinfo	truncated_emails_impacted_services_introduction	Les courriels tronqués sont des courriels dont le contenu a été vidé (pour des raisons de confidentialité) et a été remplacé par un lien vers la ressource modifée.
project_admin_editgroupinfo	truncated_emails_impacted_services_no_available	Aucun service utilisant les courriels tronqués n'est activé.
project_admin_editgroupinfo	truncated_emails_impacted_services_impacted_services	Services impactés :
project_admin_editgroupinfo	restricted_warning	Seuls ses membres peuvent accéder à un projet <b>privé</b>. <br>Un projet <b>public</b> est accessible à tous, <b>sauf les utilsateurs restreints</b>. <br>Il est <b>déconseillé d'autoriser l'accès</b> à un projet public à des <b>utilsateurs restreints</b> sans bonne raison.<br />Notez que la visibilité <b>Publique incluant les utilisateurs restreints</b> ne s'applique qu'à <em>la page d'accueil du projet</em>, à <em>Mediawiki</em> et aux <em>dépôts Git</em>.
project_admin_editgroupinfo	general_warning	Seuls ses membres peuvent accéder à un projet <b>privé</b> <br>Un projet <b>public</b> est accessible à tous.
project_admin_editgroupinfo	under_construction	Page en cours de construction.
project_admin_editgroupinfo	term_of_service	Merci d'accepter les <a href='/tos/tos.php'>conditions générales d'utilisation</a> de la plateforme

## There must be a label and description value here for each service name (system or project wide) that should be localised
## Naming rule for the key:
## service_<service short name>_lbl_key for the service label
## service_<service short name>_desc_key for the service description
project_admin_editservice	service_summary_lbl_key	Sommaire
project_admin_editservice	service_summary_desc_key	Sommaire du projet
project_admin_editservice	service_admin_lbl_key	Admin
project_admin_editservice	service_admin_desc_key	Administration du projet
project_admin_editservice	service_homepage_lbl_key	Site Web
project_admin_editservice	service_homepage_desc_key	Site Web du projet
